target,feature 1,feature 2,feature 3
4131528.282230787,5.2218489421932,7.295110561009163,95.71684554795618
0.317297454003894,-5.106284445401631,4.220085462943915,-6.172360001232713
46764.21627153978,-4.218053442919117,-7.5738229720905945,-39.49388398912153
140417.4833773265,-18.43912152323466,-2.275148185037468,-40.88585664324626
4788.987643809488,13.3530457553877,3.103837121638001,18.62236745939389
17.57194187939159,7.6149776123412165,3.154215242042539,-24.5461913754778
59090.20316120377,-37.940301416165,-1.9722439359316706,-13.414997999117851
5962050.5437088935,-21.9055073677819,2.211168044883269,-95.36197038080253
1.044580155494233,14.258204683491561,5.233371574432214,-11.073046535644032
4.388210131247078,27.395373647394685,1.829286779068478,-37.797850940667594
11346175.505437605,-1.6448460007538932,-2.5964077953826794,132.3226505173854
1509.9137147655447,35.314570996337984,0.10114533285642709,-64.31772362783865
2.130336130978111,-17.195166221655526,5.513373765094793,21.605828858884898
10.658119229248298,34.45158911340103,0.4456581787831542,-33.836361322696064
-0.6565572917365717,-19.75549563324304,-1.8027832795757102,22.156505750185552
944961.4408117515,29.533295827493202,-6.414378595610033,-107.7597309383917
19741.03400792942,6.575174122619062,0.15661770708054232,37.68760812285094
320.75168549902946,-17.71044310702456,-4.047176843647658,44.1164641850201
15783.393126235283,-25.35042272609786,0.30624842299848903,-17.750374319804862
1762760.9780132198,7.641230776599885,-2.912304872635724,-98.63854310287729
6219191.641651143,-62.493574766647725,-1.0587317841492387,-52.31722312147192
76509.3268783733,25.2838278878868,1.5736432255555395,-82.52838169513771
2480168.452683713,-16.424401781673737,4.668812272671452,-87.65317893477251
2997.818185355892,9.461970560099912,-5.905702369720061,28.88849713238736
-17.22154508710278,-38.43934366909782,0.9391941834308065,46.29809006412235
1008.410060521351,6.210984363259061,-2.1443688264177982,-31.123945774798823
39.81845108610823,34.470460336655805,4.998673880840464,-54.46211618173996
1327079.969390439,16.507080071593947,-1.8309810712469354,-104.24570791712097
9148.705924564252,-65.93309069614315,4.928067562141886,100.27290352900759
216.96277484318568,-5.861494084386457,-0.04059201578710701,26.846713107915317
20923585.1797111,-53.10980563138027,-7.09706851561688,-81.62836725616572
-4.222836846907285,-28.64173185150875,-3.882525581663709,32.67996212459898
321942.74879918084,-31.83406334039639,2.2177918356127173,100.35258531107304
6.10513159529957,22.358687113159515,-1.8785847485975782,-9.353600709489685
270231.8300112351,31.765713896305527,-2.6004022826496502,39.536045411818826
2377.856821088306,12.301165898114022,-4.308408577165951,23.222961632416332
972153.92899795,-25.20759796973544,-7.548141181103316,-52.2863310641237
0.0012946057301323939,4.312214106388237,1.0431465908915545,-8.15461939425125
355408.54269805865,5.910871100683455,-0.9967051043994182,66.99745727157499
107.29019662466348,-12.091039245520513,0.7559881285993468,-7.29195087169349
533.356083361001,-28.23359085850294,4.528803533213821,-0.6572886638502098
3527.748111750425,-4.991460648477366,7.384020640763312,30.94448147361532
86398.46763557706,21.950815453048953,5.866642656353141,28.992944737403967
133669.5401539833,4.044547520691313,1.6914111776862446,55.3605662390853
27.91366812835244,25.863913987449013,-0.8404255727772245,-10.377267874473052
218.42475228620793,9.812678461447305,-1.4560897188617565,12.611289585900789
26.006702243383966,-11.886822680841679,-4.372647060759582,30.96999647044352
834637.129409064,34.54576270415224,-1.7248585765213684,50.08646844036657
66.55090292247395,-7.821333643532239,0.07101105241669138,24.9505964355224
6.171438250595635,5.166746618699188,6.092133654243178,-22.832059641955063
8325.705640418693,9.711521992653687,-1.9866363270282732,30.74146884673091
3020.4918152838886,7.761736127320157,3.260467915050143,-43.50785638014713
176.7037344715201,14.046459943501526,2.6109155681916127,3.580710848724834
4.723654869217341,18.93183156628564,-2.0977454662192874,-27.686816987423
0.01024352594174902,-2.1369455321639736,-3.8913625432980745,2.0613882523675127
20084.93391650054,11.988526421416363,-4.177776842775446,-52.358209092895194
144.39275840940567,-17.994071939851466,2.035129726341734,-3.620927522462189
88.64109899967606,0.37159632427229894,0.2900145781416035,17.38025807121356
-21.793669663362827,-47.91071477436483,-4.345772481776787,36.89893210298366
6028.517913159602,-26.47228199056165,-4.233862297252354,67.16016329986904
530888.863292044,12.665786965078077,-1.2316750738821642,65.45149611026713
92869.1467217435,-15.42095469415656,8.338512709832862,-50.41606717315301
75886740.61407799,18.022457289106136,-5.228729515634695,163.01433709366665
1048227.6737233739,-15.36483033259972,-2.4031291810624222,103.88459566309866
19915.460017055775,-33.267522184975014,-7.206961545145982,84.96228954255405
4886.758091809624,-23.201622422841883,2.444799476732963,-14.442681329437828
0.31210937971023184,5.777554973106651,-3.1004707696944274,4.3542029843405095
8.21914272380323,31.756130172002546,-8.687975000602586,-31.78114390154571
1658169.011656005,-34.46653278512017,-4.873616902752128,-53.617060723455076
6562.548207212929,25.662441047855634,3.151233314891812,-65.78211409165063
0.11976051688557501,11.254109913519244,2.0259892643524853,-18.927995797924375
593389.5568138241,11.353678686313192,-4.086959366369122,71.05840669281949
3093.7493703378523,-30.374026285502087,-0.28216354359605966,-1.9693932990306615
15435.584470838423,2.8534353640211605,-7.452718085055385,-38.035603334214684
15746.782292935884,17.469559429704,-6.190942747821248,31.4981602644152
16.63977256948898,-12.413114552681574,-0.9911890955801685,27.06399558854548
1847.586206674328,-10.272987249307794,-2.2219844401257554,42.42529586337987
11832.467577703916,7.154475462672778,6.9576196323439445,26.675077631525408
5424.921545490488,7.134839548186439,1.782278898972915,26.89883681001263
112889.96398539616,17.916287325288792,2.315210173817477,39.16854497294712
0.044936285618486387,0.8907781397886003,-8.058788954314778,12.159235088560534
1309.38409413382,-2.5475254259482942,-1.0045231247157256,-24.709073967709287
7458.820470890068,25.792866796860267,-6.653765982825716,-56.90495724053881
9.132519363537417,-28.60154353807108,1.5414056456497516,13.901384129151246
19060.012287291014,-25.332273592713012,0.6324926595594982,-19.461372153649098
18.983133027410577,-11.600329568939056,5.848664876323406,-8.209178196855321
1203880.5529381835,45.57474935965279,7.415099559729621,35.13649987571156
4110078.0260400395,-49.6109556438278,5.824967795931453,-64.35425086303559
3800009.6513710446,-35.204432941662105,1.669910909200364,-73.20096261116787
1032.3205683096514,20.503668034497142,-3.560517240917351,-44.10299791772071
31.443374600174767,4.700957910199971,-4.7264953302552755,15.205112810505003
666.2513393767412,14.866141766264475,-4.633558435265093,-35.48303678642767
224.8397628577328,-37.86300666565125,-6.985174268739924,23.51942132684967
-0.07994309162940726,-13.035724749358813,-1.9711017692451072,17.219526833934626
13.185309760823973,-22.703327642588075,-6.457516782898322,15.816973189226125
54618.514662309724,-7.752751954638473,-1.6387057661233528,-43.238681891030666
305.71898968936,5.872741963483548,2.6907988269630434,-30.740463232381327
305935.0689585921,22.86523129339002,0.566589298698097,46.70547550853352
4.314085034070106,-2.4436138498656486,-0.8624775617377366,14.207154369441085
6937.262428888023,13.840527531621758,2.4879480486212064,20.98576600174832
0.0569080853448604,-25.856281098040483,-0.9039776414098329,36.763186162246605
4.485777327931564,28.976198082554706,-0.9009943834214302,-25.7786382645508
15139.935182818193,20.21212420490207,9.665659507121413,-72.37519385891417
4961769.060766667,21.87373266553397,-1.404496225841974,91.118692100874
1586850.5704589698,-29.707777127527088,1.7391030867763932,-64.30986775627446
1399.8258909590375,-4.754187561486696,8.746252645589962,24.585341770491834
317348.4058529246,-29.64367872686281,-1.452602212931498,-39.47072455681376
114.43245770966938,-9.079646717103861,-2.3263256225611366,-7.420894347950495
566552.2347504739,36.09830640915673,-0.313994557410153,41.93866236460708
15322.0013696715,27.890902289633058,-4.869958710100135,19.55975989399716
36296.095558937566,-20.313558125504574,3.540207053339231,-32.39164575016789
-6.394507817634448,-31.113394631479277,-4.523843402826774,33.87881284526266
74.18167400882318,29.594229952124135,3.2673157671446615,-50.17625019600129
919036.2168324646,20.056531119110403,-0.6046350549050918,-103.70124850709236
457251.38062774006,-26.995868642323494,-6.894284945193907,-41.10574068587656
106.54968896699656,13.514204515546973,3.6299310157547584,1.4568371945390035
0.0056006462898980465,0.028470075049385004,5.880451783950919,-2.4516947814123786
3138533.244099425,-9.23481534888414,-7.214240299401632,-86.93786721836241
560204.0796696134,32.33151254188319,2.96087978929,42.28488167730874
2167694.019362102,10.588453664245604,-5.245541537526315,91.85959395169598
2288.969579790781,0.5345156712289246,-6.17120797462177,-25.381610267531297
254.88569594193748,-12.632585942688827,6.020440913586063,-14.903559700414558
10.092028639850355,19.252476546517844,-1.2890456386258529,-5.526608749481422
3561703.0199396643,30.10268807701958,-0.5100521406442403,75.99684344507857
0.0031825561550879785,6.658269772007249,-4.190287953075196,-2.7878856193185646
75761.16217575163,-9.372602949611458,-3.654409567038079,-42.55304211200788
1877.5556495031497,14.352328018308128,4.271878851207698,11.386167214056341
178043.03338511946,-4.902418177207568,1.658352137210631,67.33037341804211
409.4888200105556,-5.446357103508516,-0.0861898714514459,-17.751162319629604
1171.144737849548,7.476982485463285,-3.7033280503768196,-31.514107229843415
5191881.1348326085,-8.122501535694287,-8.732518139605965,129.28925948886155
9555.942309326278,24.901770735690135,1.7625832246102822,12.694347967276183
-0.026911674498122925,-10.474392357658783,0.2017848224606663,11.710889549175135
162.16563871490274,31.407754961345383,-3.810644301098388,-47.41073371359151
88.40461608955383,29.400799085050643,-1.689650019063667,-9.845395578770058
3.3599418332473654,3.452384321495551,1.2381156003689853,5.766216520148461
1025.7017091074683,48.87027792479945,1.0285448430451127,-76.75654243920695
-0.15976112149684107,-14.910129191106288,-2.46352898592049,16.675368579035386
1951.459343588818,1.417731467571072,6.2207297713726515,22.565979182821064
173.24841878879792,17.310776087688534,-7.693015105478901,-29.78518243245963
2210947.14587553,-2.7102887660529302,1.0958032035146936,-95.90862703330086
187053.33912058306,-2.946835893726264,-10.85466653327003,-50.814300242532724
43.551636401547945,43.19201767241644,8.677183373685642,-39.22432859316481
6151.577991568948,-10.786880027727543,0.9468309317671049,-26.734253945706527
28.025653741901596,-12.234687621593702,-2.7523567883226443,0.09025941651698205
123856.40587714322,4.946440199301632,-0.2228806441488041,-65.04860230859192
1.8124480109144971,2.3866634026130105,3.861912425554072,-15.684606572625931
79.10565534984137,-19.914345929434845,2.4051534309057234,-0.21936761036558022
5055.104896806037,46.28568255200467,6.57183301595875,-88.2001393593108
325020.47978957096,8.711961106128454,6.540948927985607,-86.1012483675998
8662.75962118907,-27.304338138897144,-4.094756026026554,-7.325042805391881
71.42195593418735,-37.30735525990948,-10.586781239889994,65.88570599428488
2.4006305743905756,25.557152110752885,-0.7721253115439217,-28.982329067261187
4565.460326958874,-21.530946399084627,-0.634665692517711,-12.636697164743294
125.45036441408074,-19.659379994050354,-1.694367501138498,2.2202249461644668
169864.5176958928,-3.206054167339189,6.766424522902305,-67.14639218272784
2007404.120457707,-39.76242794117828,5.668343069955325,-61.871991920275406
8167066.860415616,-38.829226719774155,4.673112927770583,-87.09591286134102
75753.04662357025,-14.551589811470377,-2.4951871517021007,72.62582674902774
8.107256250631831,31.62271916149598,0.1693866600673709,-40.58002458310122
421.7049254040069,-14.840154216195875,-7.455804255266353,-1.103504589338144
115630.71703850904,-4.589256792305098,-3.077213870504205,-51.97157365455125
472260.97041835985,-25.145656940277135,-0.38313677129589185,-49.871870299308675
